         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q99714,      22.22,  0.2941697,      13.41,  0.3088175,       0.00,  0.2077290,       5.36,  0.1847114,       1.92,  0.2073929,       9.96,  0.2304583,       3.45,  0.2042583,  0.1060108, -0.3296676,   261
         O43819,      30.45,  0.3424981,      47.37,  0.4642595,      43.61,  0.3921713,      10.15,  0.2981691,       7.89,  0.3111025,      25.19,  0.3549184,       8.27,  0.2951580,  0.0545019, -0.1256669,   266
         Q9NP92,      26.88,  0.3154023,      23.23,  0.3571126,      10.48,  0.2647620,       7.06,  0.2035378,       5.92,  0.2135036,      14.81,  0.2511939,       8.88,  0.2675855,  0.0817790, -0.1463225,   439
         Q5XKP0,      16.10,  0.2548091,      30.51,  0.3572114,       3.39,  0.2534580,       5.93,  0.2004882,       0.00,  0.1660723,      19.49,  0.2641663,       0.85,  0.2071246,  0.1448104, -0.1955902,   118
         P17568,      49.64,  0.5108242,      70.80,  0.6381539,      70.80,  0.6312479,      41.61,  0.3649153,      40.15,  0.3882728,      48.91,  0.5042331,      55.47,  0.5062746, -0.1085640,  0.0774394,   137
         O75323,      21.68,  0.2804154,      28.67,  0.3711661,      18.18,  0.2717423,       3.15,  0.1676487,       0.70,  0.1781886,      13.99,  0.2487873,       1.05,  0.2077011,  0.1171761, -0.0414730,   286
         Q9HA77,      25.53,  0.2935328,      27.66,  0.3763051,      13.48,  0.2541733,       8.16,  0.2333430,       6.38,  0.2259165,      11.70,  0.2421688,       6.38,  0.2285444,  0.1033135, -0.1778733,   564
         Q8N945,      22.75,  0.2813669,      14.81,  0.3042797,       0.00,  0.2236152,       4.23,  0.1759000,       0.00,  0.1620275,      11.64,  0.2423256,       1.59,  0.1943166,  0.1156896, -0.1757355,   189
         Q9BTZ2,      28.06,  0.3377797,      20.86,  0.3583679,       3.96,  0.3019982,       3.60,  0.2310716,       2.52,  0.2537210,      15.47,  0.2696526,       3.60,  0.2417655,  0.0631526, -0.2727801,   278
         P50416,      20.05,  0.2429432,      17.46,  0.3083462,       3.10,  0.2084516,       6.08,  0.1777532,       3.88,  0.1665218,       8.54,  0.2048727,       3.10,  0.1834061,  0.1529095, -0.1686656,   773
         Q9NPJ3,      35.71,  0.3554839,      13.57,  0.3416627,       7.86,  0.2657880,      12.14,  0.2636651,       2.86,  0.2968252,      17.86,  0.2718333,       7.86,  0.2549118,  0.0446712, -0.2424194,   140
         Q96ND0,      24.26,  0.2761575,      43.75,  0.4895559,      41.54,  0.4321558,      32.35,  0.3162510,      19.49,  0.3300305,      23.16,  0.3131653,      37.50,  0.3595528,  0.1198602, -0.0576969,   272
         Q9P0S2,      44.34,  0.4301503,      63.21,  0.6129196,      58.49,  0.5356832,      23.58,  0.3346037,      20.75,  0.3538909,      45.28,  0.4760195,      46.23,  0.4572112, -0.0313329,  0.0184286,   106
         Q9H845,      15.14,  0.2587872,      18.20,  0.3309456,      17.71,  0.2828936,       1.61,  0.1644101,       0.97,  0.1759206,       5.80,  0.1980897,       4.03,  0.2351744,  0.1403159, -0.2285665,   621
         P82663,      34.10,  0.3360137,      53.18,  0.4792291,      46.82,  0.4293484,      11.56,  0.2500954,      10.40,  0.2907417,      22.54,  0.3258135,      26.59,  0.3518736,  0.0621587, -0.0549596,   173
         P17540,      21.00,  0.3035033,      15.75,  0.3294625,      10.74,  0.2565541,       3.82,  0.2333686,       4.53,  0.2641432,       5.73,  0.1936212,       2.39,  0.2206832,  0.0980576, -0.1251516,   419
         Q9NRK6,      25.34,  0.3026899,      26.42,  0.3971008,      18.02,  0.3002683,       5.28,  0.1695384,       2.30,  0.1759951,      15.45,  0.2568711,      13.41,  0.2670771,  0.0960000, -0.2598970,   738
         O75489,      25.38,  0.2732918,      18.56,  0.3260006,      23.48,  0.2766959,       9.85,  0.1893065,       6.82,  0.1771720,      12.50,  0.2290746,      10.98,  0.2452569,  0.1247956, -0.1733768,   264
         Q08426,      27.25,  0.3231732,      23.10,  0.3693125,      19.09,  0.2979105,       9.41,  0.2192180,       4.56,  0.2311169,       9.68,  0.2251620,      11.34,  0.2776488,  0.0760884, -0.1834372,   723
         Q86YH6,      21.80,  0.2792176,      22.81,  0.3464417,       0.00,  0.1846874,       1.25,  0.1743093,       0.00,  0.1882826,       7.52,  0.2374282,       0.25,  0.2042798,  0.1191010, -0.2190050,   399
         Q86WW8,      35.14,  0.3878690,      54.05,  0.5252603,      58.11,  0.5622138,      16.22,  0.2076122,       0.00,  0.1362834,      40.54,  0.4521930,      17.57,  0.2848696,  0.0115533,  0.0311794,    74
         Q08AH1,      12.31,  0.1791929,      20.62,  0.3319449,       7.80,  0.2665353,       2.25,  0.2054228,       3.64,  0.2046182,       5.72,  0.1869920,       3.81,  0.2291178,  0.2161238, -0.1701770,   577
         O14561,      30.77,  0.3700643,      33.33,  0.4124757,      56.41,  0.4503774,       5.77,  0.1893917,       0.00,  0.1586332,      17.95,  0.3304708,       1.92,  0.2435060,  0.0305503, -0.2414271,   156
         Q5SXM8,      65.73,  0.6108613,      56.74,  0.5676761,      50.56,  0.5290298,      20.22,  0.3453000,      21.35,  0.4001309,      49.44,  0.5076722,      53.37,  0.4934450, -0.2085271, -0.0761582,   178
         O95140,      28.80,  0.3336548,      23.38,  0.3790085,       9.64,  0.3092560,       5.42,  0.2232989,       3.04,  0.2365819,       7.66,  0.2244135,       7.00,  0.2843691,  0.0657690, -0.1568539,   757
         Q9NWS8,      14.92,  0.2282949,      27.39,  0.3846220,      16.93,  0.3153022,      11.14,  0.2075512,      11.80,  0.2397218,      14.25,  0.2511587,       5.12,  0.2185580,  0.1700632, -0.1577860,   449
         O14925,      20.57,  0.2738394,      13.40,  0.3201934,       9.09,  0.1862821,       6.22,  0.1820096,       2.87,  0.1929488,      17.22,  0.2588053,       4.78,  0.2046328,  0.1238287, -0.2586472,   209
         Q6PML9,      38.38,  0.3863324,      30.81,  0.3899137,      29.93,  0.3312648,       2.46,  0.1927339,       1.94,  0.2121998,       6.69,  0.2546404,       0.70,  0.2393035,  0.0128024, -0.1953823,   568
         Q02221,      38.14,  0.3412542,      46.39,  0.4552973,      14.43,  0.3548677,      19.59,  0.3493619,      19.59,  0.3622255,      45.36,  0.4635324,      21.65,  0.3286118,  0.0556395, -0.0452325,    97
         P49411,      36.26,  0.3690597,      12.53,  0.3450505,       7.69,  0.3001068,       2.86,  0.2327376,       1.76,  0.2757694,       5.49,  0.2291654,       2.64,  0.2419638,  0.0296986, -0.2259943,   455
         P23368,      16.61,  0.2273175,      17.64,  0.3026366,      13.18,  0.2138589,       3.08,  0.1714609,       0.86,  0.1764836,       4.45,  0.1779118,       3.94,  0.2116117,  0.1691501, -0.2144465,   584
         Q6P4F2,      48.63,  0.5017404,      52.46,  0.5290613,      57.92,  0.5647209,      40.98,  0.4201607,      37.70,  0.4816778,      43.72,  0.4797168,      48.09,  0.4961797, -0.1004869, -0.1156934,   183
         Q9NQR4,       6.52,  0.1521471,      15.58,  0.3026137,       4.71,  0.1937129,       3.26,  0.1789080,       0.00,  0.1650643,       6.88,  0.1734963,       0.72,  0.1620382,  0.2453077, -0.2058521,   276
         Q70HW3,       4.38,  0.1317703,      14.96,  0.2592885,       0.00,  0.0860310,       2.92,  0.0939540,       0.00,  0.0687607,       6.57,  0.1849798,       2.55,  0.1231256,  0.2587718, -0.3439385,   274
         Q9BYC8,      53.19,  0.5116295,      51.60,  0.4894664,      53.19,  0.4777925,      28.19,  0.3347904,      23.40,  0.3659217,      31.91,  0.3823029,      18.09,  0.3473518, -0.1112255, -0.0082156,   188
         Q96I23,      84.21,  0.7022333,      64.91,  0.6856677,      73.68,  0.6931708,      38.60,  0.4311456,      41.23,  0.4853108,      64.04,  0.6461772,      64.91,  0.6072841, -0.3014504, -0.0502105,   114
         O95822,      26.37,  0.3051103,      27.18,  0.3913958,      21.30,  0.3183080,      14.00,  0.2143242,       9.94,  0.2232264,      14.00,  0.2462778,      15.01,  0.2831071,  0.0936939, -0.1821779,   493
         Q9NP80,      25.19,  0.3087065,      34.40,  0.4288087,      27.11,  0.3462902,      13.30,  0.2235756,      13.68,  0.2573948,      22.38,  0.2884143,      19.18,  0.3088647,  0.0871237, -0.1030236,   782
         Q8N0X4,      29.12,  0.3070224,      31.47,  0.3901115,      24.41,  0.3627171,       2.65,  0.1987494,       0.00,  0.1933214,      10.88,  0.2543960,       1.47,  0.2239334,  0.0913308, -0.2278950,   340
         P11498,      25.55,  0.3179990,      19.10,  0.3528896,      14.01,  0.2519738,       4.58,  0.2307694,       3.82,  0.2645658,       4.24,  0.2075616,       2.72,  0.2289641,  0.0804116, -0.2007515,  1178
         Q4U2R6,      35.94,  0.3713162,       9.38,  0.2846556,      11.72,  0.2326981,       6.25,  0.1792297,       0.00,  0.1276043,      18.75,  0.2982204,       4.69,  0.2101711,  0.0257426,  0.0290854,   128
         Q6PI48,      18.76,  0.2703961,      23.26,  0.3609879,      16.12,  0.3070243,      11.01,  0.2185795,       8.06,  0.2341697,       7.29,  0.2053693,      10.23,  0.2660880,  0.1294635, -0.1636767,   645
         Q9H4K7,      21.43,  0.2841156,      27.34,  0.3731351,      23.40,  0.3078953,       7.14,  0.2235510,       4.43,  0.2424128,       6.90,  0.2315060,       2.71,  0.2257868,  0.1160135, -0.1720171,   406
         Q96HP4,      20.83,  0.2566708,      18.59,  0.3226318,      13.78,  0.2713040,       1.92,  0.1619292,       0.32,  0.1550422,       9.94,  0.2123897,       3.85,  0.1847774,  0.1396849, -0.2376842,   312
         Q8NBU5,      22.16,  0.2613291,      22.99,  0.3667378,      12.47,  0.2811020,       7.76,  0.2245661,       8.03,  0.2513999,      14.68,  0.2435617,       4.71,  0.2245991,  0.1351608, -0.1769413,   361
         P48201,      21.13,  0.2733006,      19.01,  0.3492751,      16.90,  0.2677312,       8.45,  0.1767633,       0.00,  0.1198739,      13.38,  0.2850390,       0.00,  0.2007087,  0.1260947, -0.4019996,   142
         Q9UQ90,      31.32,  0.3746993,      26.67,  0.4251074,      18.36,  0.3434020,      13.84,  0.2558592,      17.74,  0.3137285,      20.00,  0.3033120,      19.75,  0.3360181,  0.0240445, -0.1674324,   795
         Q9H1U9,      10.77,  0.1678853,      13.47,  0.2512405,       6.73,  0.1733485,       7.07,  0.1220944,       4.38,  0.1091212,       9.76,  0.1880998,       7.07,  0.1686316,  0.2232174, -0.2330781,   297
         P22033,      19.60,  0.3109152,      21.20,  0.3583798,      15.20,  0.2765551,       4.13,  0.2370536,       3.60,  0.2649260,       3.07,  0.2006324,       0.67,  0.2286513,  0.0888093, -0.1780085,   750
         Q96PE7,      15.91,  0.2433404,      19.89,  0.3343673,       0.00,  0.2134064,       5.11,  0.2147830,       0.57,  0.2123972,      13.07,  0.2400736,       0.57,  0.2074935,  0.1564244, -0.2773512,   176
         Q9HCC0,      24.51,  0.2909459,      17.05,  0.3100533,       4.26,  0.1822626,       2.49,  0.1872646,       1.60,  0.1982394,       4.44,  0.1811225,       0.71,  0.1946043,  0.1079806, -0.2259695,   563
         Q4VC31,      31.94,  0.4213836,      38.19,  0.4569315,      33.33,  0.3823477,       9.72,  0.2641909,       1.39,  0.3186717,      18.75,  0.3242665,       7.64,  0.2975741, -0.0228685, -0.0714188,   144
         O75964,       7.77,  0.1545350,       7.77,  0.2737845,       0.00,  0.1174451,       4.85,  0.1255912,       0.00,  0.0795630,      14.56,  0.2127927,       0.00,  0.1410444,  0.2398203, -0.2879317,   103
         O75947,       8.70,  0.1826585,      38.51,  0.4478364,      52.80,  0.4184957,       6.83,  0.2680430,       2.48,  0.2756292,      11.18,  0.2677843,       3.73,  0.2403253,  0.2145625, -0.0687974,   161
         O75521,      21.57,  0.2786479,      28.17,  0.4045752,      17.26,  0.3204552,       6.85,  0.2563215,       7.87,  0.2805917,      12.69,  0.2598264,       5.84,  0.2466604,  0.1202857, -0.1527262,   394
         O75880,      29.90,  0.3491679,      37.21,  0.4406870,      36.21,  0.4201185,      21.59,  0.3149078,      16.28,  0.3385606,      21.59,  0.3250248,      20.60,  0.3647445,  0.0499951, -0.1080000,   301
         Q9Y6N5,      21.56,  0.2549456,      11.78,  0.3139060,       1.78,  0.1793239,       1.78,  0.2150855,       1.78,  0.2344629,       4.22,  0.1843004,       1.33,  0.2004500,  0.1397426, -0.1733080,   450
         Q16540,      42.48,  0.4587857,      41.18,  0.4690691,      43.79,  0.4557237,      41.83,  0.4040798,      34.64,  0.3925197,      43.79,  0.4488308,      41.18,  0.4381681, -0.0575907, -0.0208581,   153
         P82932,      27.20,  0.4023735,      22.40,  0.3873240,      16.00,  0.3099903,       8.80,  0.2591400,       2.40,  0.2830956,      22.40,  0.3259784,       9.60,  0.3279836, -0.0022574, -0.1180979,   125
         Q969Z3,      22.69,  0.3110881,      13.43,  0.3054362,       0.90,  0.2103361,       2.69,  0.1668272,       0.30,  0.1685100,      11.94,  0.2387822,       2.39,  0.1984406,  0.0893246, -0.1642870,   335
         Q8IXM3,      34.31,  0.3983488,      58.39,  0.4915373,      70.80,  0.5478229,      24.82,  0.3641118,       5.84,  0.2627343,      39.42,  0.4460207,      16.79,  0.3271255,  0.0045747, -0.0967933,   137
         Q9NZ45,       6.48,  0.1865278,      24.07,  0.3529729,      12.04,  0.2282941,      12.04,  0.2081925,       5.56,  0.2127319,      19.44,  0.2865158,       5.56,  0.2078235,  0.2090760, -0.0951391,   108
         Q6NUN0,      24.01,  0.2859883,      24.87,  0.3484716,      12.78,  0.2752062,       4.49,  0.2477081,       4.15,  0.2575263,       5.35,  0.2080651,       1.90,  0.2246266,  0.1118393, -0.1602412,   579
         Q9H7Z7,      26.53,  0.3183270,      26.53,  0.3693039,       9.81,  0.2481234,       3.45,  0.1845395,       1.33,  0.1945543,      12.73,  0.2522441,       6.10,  0.2198283,  0.0811802, -0.1660965,   377
         Q9BZE1,      20.80,  0.2493939,      19.15,  0.3180940,       8.98,  0.2339816,       4.02,  0.1827098,       1.89,  0.1896464,      10.17,  0.2062189,      10.87,  0.2300075,  0.1454825, -0.1613642,   423
         P27144,      23.32,  0.3347230,      11.66,  0.3402400,       3.14,  0.2135544,      13.45,  0.2642453,       6.73,  0.2742523,       9.42,  0.2208923,       3.59,  0.2390588,  0.0645318, -0.1388648,   223
         P82664,      25.37,  0.3167058,      21.39,  0.3618111,      15.92,  0.2982438,       8.96,  0.2190303,       3.48,  0.2168953,      20.90,  0.2663560,       9.95,  0.2798404,  0.0812152, -0.1459260,   201
         Q8IWL3,      18.72,  0.2951319,      64.68,  0.5292045,      31.06,  0.4263784,       4.68,  0.2419302,       0.85,  0.2592478,      17.87,  0.3366650,      11.49,  0.3480929,  0.1042532, -0.0517748,   235
         Q9P0M9,      37.16,  0.4093736,      41.22,  0.4590696,      41.89,  0.4197776,      18.92,  0.3013411,      12.84,  0.3223873,      41.89,  0.4066491,      37.84,  0.3864331, -0.0114195, -0.1072340,   148
         Q04837,       8.78,  0.2623578,      18.24,  0.3712266,      22.97,  0.2590007,       6.08,  0.2530359,       0.00,  0.2588782,      20.95,  0.2743791,       4.05,  0.2366463,  0.1399318, -0.0575876,   148
         Q5T1C6,      15.42,  0.2521130,      33.75,  0.4273423,      22.50,  0.3391569,       4.17,  0.1903779,       1.25,  0.1729798,      17.50,  0.2795987,      17.50,  0.2769280,  0.1474092, -0.1897045,   240
         P0DKB6,      27.21,  0.2898755,      29.41,  0.3734676,      17.65,  0.2439191,      19.12,  0.2065272,      15.44,  0.1823795,      30.15,  0.3501566,      18.38,  0.2743876,  0.1069926, -0.1528482,   136
         P23378,      26.27,  0.2986104,      16.08,  0.3552434,       8.53,  0.2862905,       6.18,  0.2326617,       4.80,  0.2573867,       9.51,  0.2113688,       9.80,  0.2735936,  0.1005466, -0.1730760,  1020
         Q9BT30,      42.99,  0.4262611,      52.49,  0.5129762,      46.61,  0.4441519,      10.86,  0.2683557,       6.79,  0.2909577,      16.74,  0.3312885,      27.60,  0.3789985, -0.0247099, -0.1641985,   221
         Q9NVH1,      36.67,  0.3381108,      33.27,  0.4022277,      21.82,  0.2925553,       6.44,  0.2296941,       8.94,  0.2682460,      16.82,  0.2855853,       7.87,  0.2539772,  0.0578535, -0.1300539,   559
         Q9GZT6,      33.07,  0.3894603,      53.54,  0.5168289,      42.13,  0.4292006,       8.27,  0.2899571,       6.69,  0.3392269,      27.56,  0.3772017,       5.12,  0.3187791,  0.0109788, -0.0953537,   254
         A3KMH1,      24.99,  0.2976028,      27.51,  0.3812488,      22.05,  0.3145448,       9.34,  0.2338301,       9.76,  0.2720647,      11.23,  0.2284977,      13.33,  0.2879651,  0.1009132, -0.1589831,  1905
         Q3MIX3,      14.31,  0.2394125,      10.69,  0.2706397,       1.55,  0.1863869,       1.38,  0.0986448,       0.00,  0.0979180,       4.48,  0.1598431,       0.17,  0.1444097,  0.1586736, -0.2417284,   580
         O96008,      31.30,  0.3463376,      28.25,  0.4476264,      24.10,  0.2846244,      18.28,  0.2763033,      19.94,  0.3539880,      21.88,  0.3130096,      21.33,  0.3369814,  0.0524739, -0.2296758,   361
         P83111,      25.78,  0.3350534,      41.50,  0.4746272,      35.65,  0.3530008,      13.89,  0.2636825,      13.53,  0.3069694,      25.41,  0.3175069,      22.85,  0.3418069,  0.0623056, -0.1256759,   547
         Q9Y3D2,      21.43,  0.3059371,      63.74,  0.5606961,      57.14,  0.5439028,      17.58,  0.3479924,      25.27,  0.3606799,      42.31,  0.4451027,      37.36,  0.4273853,  0.0900284, -0.0923834,   182
         Q9UJZ1,      49.44,  0.4814974,      42.70,  0.4981629,      40.45,  0.4357217,      13.20,  0.2653367,      17.42,  0.3141175,      31.74,  0.3742831,      36.52,  0.3948532, -0.0807182, -0.2131031,   356
         Q86WA6,       8.59,  0.1909274,      14.09,  0.3252955,       0.00,  0.2309067,       2.41,  0.1890870,       0.00,  0.1848003,       6.87,  0.1883796,       0.00,  0.1797483,  0.2070140, -0.1647132,   291
